# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 4161
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 4161
DATA ascii
-0.0050880443 -0.059019584 0.013410636
-0.0030174907 -0.059087295 0.012675743
-0.00093549187 -0.059045326 0.012276939
0.0010158576 -0.059027325 0.01176903
0.0028648935 -0.059048165 0.011432003
0.0049610413 -0.058938358 0.011139191
0.0070994962 -0.059036463 0.01138712
0.0089640552 -0.058970332 0.01189895
0.010844695 -0.05898878 0.012592401
0.012946596 -0.059100572 0.013818412
0.014967555 -0.058820616 0.014773411
0.016699199 -0.058866061 0.015417474
0.019029757 -0.058941204 0.015669731
0.02103514 -0.058747888 0.01835775
0.022225868 -0.059107587 0.018660087
-0.018501244 -0.057299346 0.019031916
-0.016923191 -0.057088975 0.019070381
-0.015135777 -0.057237606 0.01796641
-0.01279151 -0.057098918 0.016580066
-0.011012087 -0.056992967 0.016278887
-0.0089996923 -0.057015587 0.015285974
-0.0069590299 -0.0569988 0.014049464
-0.0050711208 -0.056937262 0.013516836
-0.002983555 -0.057025429 0.01288388
-0.00090172031 -0.056951806 0.01234714
0.00099352573 -0.057025511 0.011773646
0.0028721336 -0.057084274 0.011485834
0.0049393964 -0.057082664 0.011317302
0.006857214 -0.05710813 0.01151462
0.008862854 -0.056878794 0.012089576
0.011050664 -0.057090845 0.01263475
0.013095585 -0.057002123 0.013840009
0.014991156 -0.056844566 0.014319471
0.016929422 -0.057041455 0.015620895
0.019099576 -0.057006061 0.016147595
0.020933975 -0.056955218 0.017992405
0.02244919 -0.057158232 0.018186418
-0.018634405 -0.055853151 0.018746236
-0.016845575 -0.054964297 0.019409742
-0.014954896 -0.054943491 0.018656418
-0.01285452 -0.055078719 0.017158423
-0.011166996 -0.055024847 0.016658984
-0.0089624794 -0.054983024 0.015499649
-0.0069888183 -0.055045485 0.014495204
-0.0050470163 -0.054860909 0.013851102
-0.0028796757 -0.05495571 0.012979838
-0.00094799622 -0.054867234 0.012347184
0.00092785549 -0.054969653 0.011930871
0.0029951788 -0.055081535 0.011527828
0.0049275048 -0.054949462 0.011793395
0.0069454829 -0.055076063 0.011633438
0.008938862 -0.054938484 0.012637787
0.010953717 -0.055151537 0.012996026
0.013063572 -0.054996748 0.014133322
0.015029167 -0.05491589 0.014783683
0.016919656 -0.054941904 0.015980674
0.019070588 -0.054913174 0.016790207
0.020815991 -0.055033397 0.017734442
0.022563243 -0.054803576 0.018789487
-0.016604213 -0.053255115 0.019677825
-0.014781846 -0.05336228 0.018381044
-0.012898553 -0.052980211 0.017874129
-0.011085913 -0.052891098 0.01737125
-0.0090050651 -0.052950121 0.015870513
-0.0069733709 -0.053051304 0.014725139
-0.0050979103 -0.053107273 0.014149803
-0.0028654092 -0.053065214 0.012882624
-0.0010366554 -0.052902475 0.012688345
0.00096804317 -0.053022277 0.012257185
0.0028906735 -0.052881341 0.012489282
0.0050038756 -0.052931428 0.012126257
0.0070161303 -0.053050648 0.012357208
0.0089846132 -0.052973557 0.012919401
0.010916331 -0.05301623 0.013297997
0.012887443 -0.052956719 0.014013688
0.015029752 -0.052936468 0.014846258
0.016922563 -0.052954424 0.016203167
0.018818246 -0.052915189 0.01710471
0.020933961 -0.052875258 0.018241385
0.022835713 -0.052912302 0.018676471
-0.016280979 -0.051201593 0.019543674
-0.014867421 -0.05139225 0.019215224
-0.012802821 -0.050871689 0.01830777
-0.010960975 -0.050911345 0.017707087
-0.0090441443 -0.050953135 0.016016493
-0.0070202718 -0.050960224 0.015345869
-0.0049293344 -0.051180001 0.014342156
-0.0029805556 -0.050930653 0.01373911
-0.0010217784 -0.051040251 0.013044064
0.00099901424 -0.051111788 0.012547028
0.0028431613 -0.050970275 0.012300665
0.0049016816 -0.051101495 0.012191086
0.0070507526 -0.051047981 0.012457914
0.0089562284 -0.051003784 0.012747977
0.010968677 -0.050918769 0.013595845
0.012960077 -0.050969992 0.014055334
0.015138769 -0.050969254 0.014870193
0.01697951 -0.050968483 0.016227676
0.019017978 -0.050967921 0.017230643
0.021027267 -0.050818935 0.018149782
0.022763139 -0.051038038 0.018993925
0.02426165 -0.050707251 0.019334348
-0.014589361 -0.049135968 0.019457942
-0.012975243 -0.048905019 0.018719872
-0.010898517 -0.049087986 0.017665317
-0.0089774309 -0.048911601 0.016272841
-0.0068660839 -0.04904525 0.015025233
-0.0049502784 -0.049071755 0.014168352
-0.0030218402 -0.048967574 0.013582452
-0.00092029874 -0.049041759 0.012746729
0.0011331247 -0.049131867 0.012330716
0.0029204537 -0.049060892 0.012254793
0.0049614632 -0.049118657 0.01239393
0.0070046396 -0.04900986 0.012606885
0.0089737531 -0.049048569 0.013177958
0.011004354 -0.049158499 0.013653702
0.013030715 -0.04894295 0.014468963
0.01505451 -0.048939306 0.015001886
0.016876932 -0.048980162 0.016250608
0.01905282 -0.048972484 0.017246015
0.021077871 -0.049031999 0.01814512
0.022875642 -0.049053513 0.018749852
0.024801746 -0.04905555 0.018681213
-0.014516078 -0.046865489 0.019279664
-0.012757433 -0.046834853 0.018798996
-0.011193907 -0.047056131 0.017961208
-0.0089396229 -0.047001678 0.016049488
-0.0069065448 -0.04702777 0.014996612
-0.004885335 -0.046964824 0.014232717
-0.0030432728 -0.046956569 0.013545641
-0.00095200801 -0.046837926 0.012873444
0.0010428964 -0.046978127 0.012328432
0.0029517673 -0.046916112 0.012512337
0.0050412924 -0.047041059 0.012403253
0.007050714 -0.046945732 0.012820687
0.00895504 -0.046934675 0.013061487
0.010994415 -0.046963114 0.013696517
0.012943284 -0.046878364 0.014445611
0.014942673 -0.046994556 0.014817148
0.016945427 -0.046986699 0.016449794
0.018992886 -0.046875868 0.01696489
0.020984938 -0.047068018 0.018018989
0.022984343 -0.047072168 0.018554291
0.024758158 -0.047177725 0.018791087
0.027116459 -0.046350427 0.019826472
-0.014716447 -0.044781346 0.019265398
-0.012986688 -0.044801358 0.018578878
-0.011146541 -0.044977352 0.017768385
-0.0089149969 -0.045160014 0.015467111
-0.0070855729 -0.045052219 0.014877493
-0.0050187833 -0.04492091 0.013987989
-0.0030190221 -0.044975128 0.013363113
-0.0010549276 -0.044931587 0.012693856
0.0010038755 -0.044966221 0.012174189
0.0030352196 -0.045009479 0.012241166
0.0050561437 -0.045101676 0.011966034
0.0069351071 -0.044961005 0.012444082
0.0089449845 -0.04484072 0.012916323
0.01105048 -0.044960007 0.013319203
0.013027124 -0.044991877 0.014348346
0.015074293 -0.045036837 0.014868847
0.016985714 -0.045094457 0.016310727
0.018934263 -0.044952612 0.016742092
0.020941826 -0.045097385 0.017587848
0.022925507 -0.045087963 0.017985029
0.024902293 -0.045029387 0.018416245
0.026588753 -0.04467798 0.018339813
0.028320914 -0.045175329 0.017140118
-0.017048366 -0.042926662 0.018862978
-0.014672564 -0.042942591 0.018834297
-0.012938204 -0.042900287 0.018232683
-0.010955084 -0.043032482 0.016542949
-0.0089751603 -0.042991515 0.015004959
-0.0070971237 -0.043021012 0.01454855
-0.0049599069 -0.042938415 0.013727479
-0.0029823259 -0.043124385 0.01277236
-0.0011385403 -0.042956267 0.012348146
0.0010397817 -0.043046582 0.011592374
0.0030363994 -0.042996798 0.01148807
0.004988071 -0.042881072 0.011496019
0.00693367 -0.043005999 0.01176795
0.0089394432 -0.043061007 0.011775919
0.011027136 -0.042984616 0.012753204
0.013101784 -0.042992134 0.014046355
0.01512396 -0.043078404 0.014845877
0.016891878 -0.042942494 0.015839072
0.018975878 -0.042965982 0.016828161
0.021004615 -0.043082189 0.017529041
0.022920819 -0.042996038 0.018148888
0.02500624 -0.043010969 0.018655863
0.026638726 -0.042772073 0.018657817
0.028188648 -0.043021128 0.017328121
0.032043297 -0.042168934 0.019898076
-0.017053315 -0.041400075 0.018759262
-0.014617984 -0.040874917 0.018667348
-0.012910351 -0.040940855 0.017570902
-0.011130766 -0.040766243 0.016501011
-0.0090746144 -0.04091448 0.014834327
-0.0070184129 -0.041079152 0.014230114
-0.0049644839 -0.040968921 0.012907043
-0.0030080881 -0.040872607 0.0124254
-0.0010704336 -0.040989995 0.011779059
0.00099279534 -0.040950734 0.011120296
0.0030732257 -0.041003522 0.011122982
0.0050113555 -0.040982049 0.011067055
0.0071068532 -0.041061141 0.011034789
0.0090227155 -0.040986605 0.011518321
0.010951365 -0.040836912 0.012550112
0.013059519 -0.040894046 0.013436855
0.015013157 -0.041051161 0.014683711
0.016967161 -0.040948592 0.015817778
0.019022351 -0.040979609 0.016757816
0.020978456 -0.040998679 0.017236536
0.02287415 -0.04105375 0.017648578
0.024970068 -0.041010316 0.018575197
0.026992753 -0.041060891 0.018169878
0.028658241 -0.040684193 0.017779492
0.032172844 -0.040739335 0.01989156
-0.018551901 -0.03909716 0.018866446
-0.01672901 -0.03876004 0.019508025
-0.014800915 -0.038930491 0.018675717
-0.012791801 -0.038968731 0.017205521
-0.010880214 -0.038842194 0.015621349
-0.0090530729 -0.038976021 0.014534731
-0.0069791856 -0.039033595 0.013420458
-0.0049755708 -0.039035987 0.01221899
-0.0029510204 -0.038949031 0.011571539
-0.00087781111 -0.038994443 0.011247554
0.00097157486 -0.038953707 0.010916657
0.0030070981 -0.039105389 0.010721333
0.0051477165 -0.039197315 0.010812432
0.0070465379 -0.039062537 0.010767457
0.0089567415 -0.039132658 0.010997777
0.010962948 -0.039067451 0.012135441
0.012993381 -0.03907961 0.01330509
0.014922742 -0.038837366 0.014951824
0.016928447 -0.038903993 0.016154833
0.01907235 -0.038949791 0.016923929
0.02095931 -0.038977105 0.017354041
0.023132928 -0.039095737 0.017865526
0.024976645 -0.0389308 0.017961131
0.026801623 -0.038919479 0.018124182
0.028890766 -0.038809277 0.017858349
0.03073463 -0.038869943 0.018875189
0.03244637 -0.039221231 0.019100493
0.035047755 -0.0391091 0.019157225
-0.018559324 -0.036807243 0.01871087
-0.016570764 -0.036930636 0.019237502
-0.014796944 -0.037161473 0.018684624
-0.012888417 -0.037108108 0.017099462
-0.010888414 -0.03713958 0.015504095
-0.0089663649 -0.037065972 0.014001566
-0.0070012389 -0.036981132 0.013225432
-0.0050051631 -0.037178095 0.011909798
-0.0029897823 -0.037099566 0.011535077
-0.00090716686 -0.037105393 0.010690664
0.00099208334 -0.037053172 0.010605782
0.0030580238 -0.037060175 0.010332039
0.0050938358 -0.037056673 0.010338814
0.0070071314 -0.037024233 0.010616991
0.0089992452 -0.037108671 0.011062939
0.011002143 -0.03696724 0.012247782
0.013086837 -0.037029985 0.013526249
0.015070863 -0.036958668 0.015275788
0.017021326 -0.037026126 0.015840912
0.018982748 -0.037018463 0.016651509
0.020972384 -0.036996346 0.016979273
0.022818046 -0.036913026 0.017593879
0.024966683 -0.036910865 0.017550254
0.027108446 -0.03695213 0.017954187
0.029060995 -0.036992736 0.018042227
0.030717108 -0.037228905 0.018658588
0.03280022 -0.036916692 0.01903455
0.035124555 -0.036643118 0.019137096
0.036544982 -0.036036126 0.018681968
-0.018564273 -0.035280656 0.018607154
-0.016527949 -0.035199296 0.019175557
-0.014882711 -0.034968212 0.018783409
-0.012868482 -0.035100874 0.017126504
-0.010986323 -0.035099469 0.015902672
-0.0089101512 -0.034924302 0.01447554
-0.0069197449 -0.034758221 0.013774428
-0.0049565588 -0.034964129 0.01259628
-0.0029954594 -0.035025906 0.012086759
-0.00087933737 -0.035133358 0.010746132
0.00099691411 -0.035006639 0.010167382
0.0030295218 -0.034916241 0.0099676158
0.0049004019 -0.035018709 0.010720047
0.0069445712 -0.035047572 0.010734845
0.0089199692 -0.03489206 0.011215529
0.010880555 -0.034947682 0.012310304
0.012933227 -0.034926329 0.013696503
0.014989279 -0.035047896 0.015010633
0.016961528 -0.035139538 0.01582608
0.018825704 -0.034958698 0.016635373
0.020969532 -0.034957655 0.016700994
0.022940274 -0.034978103 0.017342474
0.024958698 -0.03514006 0.01735704
0.027058814 -0.03500412 0.017689871
0.028868075 -0.034930781 0.018815216
0.030850701 -0.03512717 0.018375583
0.033002827 -0.034998503 0.018883172
0.035023231 -0.034740981 0.018799542
0.036539979 -0.034493051 0.018577131
-0.018569222 -0.033754054 0.018503439
-0.016734134 -0.033273626 0.01904257
-0.01515614 -0.033089384 0.019142177
-0.012991682 -0.033022609 0.017464096
-0.011012429 -0.03314459 0.016228719
-0.0090682218 -0.03304822 0.014965811
-0.0069683795 -0.033077992 0.014017344
-0.0048839757 -0.032883938 0.012749415
-0.0030533227 -0.032973442 0.01239681
-0.0010760658 -0.032950684 0.011594136
0.0011310616 -0.032974631 0.010684134
0.0030451159 -0.033034287 0.010925232
0.0048762672 -0.03301182 0.011086746
0.0069588986 -0.032951884 0.011088032
0.0088690519 -0.032947425 0.011642017
0.01096217 -0.032911524 0.012885124
0.012934953 -0.032946918 0.01386802
0.015059757 -0.033131544 0.015377942
0.016830252 -0.032976866 0.01598949
0.018906696 -0.032970067 0.016221577
0.020971892 -0.032948375 0.016765825
0.023098448 -0.03290337 0.017093766
0.024941592 -0.032997064 0.017260727
0.027058657 -0.032996681 0.017316682
0.029085198 -0.0329438 0.018483223
0.030713571 -0.032754753 0.018776886
0.03303694 -0.033008274 0.018814335
0.034994639 -0.033014622 0.01875137
0.036346927 -0.033075415 0.01853209
-0.016408276 -0.031278625 0.01981031
-0.014899187 -0.030905148 0.018756602
-0.013141076 -0.031072732 0.018231105
-0.011067757 -0.03113763 0.016209509
-0.0091160992 -0.031075865 0.015163206
-0.0069773761 -0.030975146 0.014199954
-0.0049996371 -0.030887323 0.013124389
-0.0030789869 -0.03101478 0.012053986
-0.0009992643 -0.0310848 0.011517122
0.001023325 -0.031026257 0.010805827
0.0029290693 -0.031050429 0.010801568
0.0050450214 -0.031075642 0.011038733
0.0070941802 -0.031016039 0.011108515
0.0088496478 -0.030941859 0.011664058
0.010830394 -0.031022338 0.012624733
0.012958675 -0.031015515 0.013043524
0.01497332 -0.031102033 0.015025632
0.016928805 -0.03099798 0.015534323
0.018932203 -0.031048186 0.015833503
0.021002032 -0.031104933 0.01686006
0.0230636 -0.030911734 0.016858876
0.024978478 -0.030921027 0.016949179
0.027050715 -0.030993933 0.017468175
0.028936481 -0.031025877 0.018046873
0.030718667 -0.030892028 0.018398922
0.032997645 -0.030966572 0.018780965
0.035104662 -0.030960137 0.018739365
0.036730837 -0.031094579 0.018605903
0.03845581 -0.031152468 0.018515725
0.040254235 -0.030085895 0.019067092
-0.016609441 -0.028884321 0.019622695
-0.014632723 -0.028948558 0.018927412
-0.012881903 -0.029138718 0.018123137
-0.010952044 -0.028932048 0.016518008
-0.0090138447 -0.028919868 0.015566309
-0.0068566478 -0.0289225 0.014234636
-0.0049334941 -0.028907245 0.013052546
-0.0029408473 -0.028955197 0.011729853
-0.00098703243 -0.029061109 0.011370033
0.0010301705 -0.028979041 0.010714551
0.0029814017 -0.028868534 0.010683324
0.0050113015 -0.028971083 0.011008014
0.006959951 -0.029024236 0.010938409
0.0088892793 -0.029046813 0.01144719
0.010983146 -0.029134139 0.012680583
0.012984037 -0.028963225 0.012740582
0.014881733 -0.029005392 0.014544546
0.016918611 -0.029106883 0.015417057
0.018815139 -0.029091133 0.015845932
0.020922484 -0.028999873 0.01633919
0.022961223 -0.029052053 0.016410446
0.025065253 -0.029144248 0.016756024
0.027198624 -0.029040556 0.017247397
0.029050985 -0.029087607 0.017831195
0.030956985 -0.028850155 0.018230272
0.032816701 -0.029068056 0.018393967
0.035143722 -0.029056961 0.018710142
0.036839198 -0.029027341 0.018594762
0.038385928 -0.028918056 0.018531099
0.040878005 -0.028609289 0.019229854
-0.01654277 -0.026619773 0.019439962
-0.014609161 -0.027044503 0.018868314
-0.012984809 -0.027123302 0.017967679
-0.011072461 -0.027013872 0.016757475
-0.0090035191 -0.026990689 0.01569215
-0.0069224606 -0.027142748 0.014045314
-0.004908225 -0.027020752 0.013069027
-0.0029989372 -0.027002227 0.011762115
-0.0011661097 -0.027066434 0.011182833
0.00089359167 -0.027026298 0.010758813
0.0030190761 -0.027040457 0.010700235
0.0049635349 -0.0269418 0.010825079
0.0070221745 -0.027010573 0.011115965
0.0091512594 -0.027013054 0.011281238
0.011077887 -0.026916839 0.012548036
0.012881855 -0.026900744 0.01321374
0.014799979 -0.026981944 0.01388576
0.017104996 -0.027021641 0.015070516
0.019055631 -0.027140383 0.015034972
0.020945674 -0.026980612 0.015845153
0.023144525 -0.02701875 0.016269324
0.024972331 -0.02703476 0.016442839
0.0270226 -0.02691797 0.01727307
0.029111067 -0.026960317 0.017826799
0.030918181 -0.026942363 0.018077575
0.032842107 -0.026900152 0.017849889
0.034998257 -0.026659863 0.018084783
0.036809776 -0.027043812 0.018529117
0.038338084 -0.027042693 0.018515142
0.040789831 -0.027173165 0.019355187
-0.014684793 -0.025007911 0.019149821
-0.012979936 -0.024886193 0.018469317
-0.010929755 -0.025050607 0.017021544
-0.0090832505 -0.025130695 0.015176412
-0.0070559527 -0.024873247 0.014238077
-0.0049667596 -0.02515245 0.012800854
-0.0031220503 -0.025110237 0.011617861
-0.0011331778 -0.02497614 0.011379302
0.0010781052 -0.024967561 0.011056849
0.0030296424 -0.02520939 0.010723834
0.0049145124 -0.024924336 0.010833311
0.0069691143 -0.025065511 0.010836929
0.0090766111 -0.024948047 0.011406348
0.011036041 -0.024953194 0.012141765
0.012882375 -0.025031088 0.012580253
0.01499816 -0.024971366 0.014499129
0.017027022 -0.025009269 0.014739213
0.019057501 -0.024970803 0.01477289
0.021056259 -0.025207076 0.015426373
0.023111373 -0.025064927 0.01567173
0.024964549 -0.024926919 0.015775874
0.026971558 -0.024918059 0.016840525
0.028984055 -0.024949702 0.017679647
0.030923853 -0.024966177 0.017914064
0.032900836 -0.025093377 0.017852442
0.034881469 -0.024825452 0.017784527
0.036726352 -0.024959687 0.018272711
0.038625427 -0.025173826 0.018575437
0.041369509 -0.024978505 0.019580614
-0.014910882 -0.023143675 0.019571802
-0.012964216 -0.022983689 0.01831181
-0.010937569 -0.023069989 0.016849879
-0.0089945765 -0.022932349 0.01531485
-0.0069359788 -0.02291798 0.014108543
-0.0050187223 -0.023071462 0.013235256
-0.0031002017 -0.023015661 0.011852304
-0.0010310378 -0.023037255 0.011140714
0.00096628629 -0.0229028 0.010952278
0.0029434683 -0.023016764 0.010584853
0.0049944543 -0.0230479 0.010584709
0.007065699 -0.022933215 0.010835528
0.0091020474 -0.023035873 0.011564421
0.010982861 -0.022984272 0.01177585
0.012969163 -0.023115737 0.012523326
0.014903262 -0.023030074 0.013948501
0.017088065 -0.022908008 0.015092168
0.019018153 -0.023051172 0.014879772
0.021145882 -0.023027865 0.01586088
0.022980452 -0.02289772 0.015999826
0.024994064 -0.022889117 0.016056433
0.026991766 -0.02301633 0.016929153
0.029057384 -0.023083527 0.017221443
0.03101496 -0.023106633 0.018220304
0.032985974 -0.023023371 0.017463926
0.035016149 -0.022935858 0.017608965
0.036657646 -0.022971462 0.017898031
0.038417015 -0.023070015 0.018360034
0.040895082 -0.023326948 0.019789621
-0.014838319 -0.021081839 0.019206619
-0.012829417 -0.021017555 0.018164057
-0.011012054 -0.020940151 0.016969271
-0.0089790644 -0.020952515 0.015744822
-0.0069871689 -0.021047166 0.014573302
-0.0050363946 -0.020969195 0.013169993
-0.0030311218 -0.020943301 0.012274579
-0.001016491 -0.021109058 0.011374012
0.00094669726 -0.020992333 0.010933469
0.0029362598 -0.020991143 0.01091646
0.0049605304 -0.020989778 0.010930828
0.0069770976 -0.020897003 0.011043858
0.0089420639 -0.020945236 0.011495564
0.011057694 -0.020979485 0.011763424
0.013173543 -0.021063766 0.012725227
0.014985056 -0.020984666 0.013632777
0.016892355 -0.020982824 0.014834174
0.01894678 -0.020962393 0.015305773
0.020925744 -0.020979574 0.015671097
0.023048252 -0.021037182 0.016220724
0.025187047 -0.021017132 0.016851088
0.026951719 -0.021191686 0.016624574
0.028957943 -0.021121565 0.017392874
0.030945009 -0.020870378 0.018135056
0.032796208 -0.020883473 0.018054157
0.035007082 -0.020932576 0.017400527
0.03665157 -0.020948777 0.017948015
0.038518004 -0.020890834 0.018371608
0.041020095 -0.020886621 0.018508302
0.042310137 -0.020304473 0.017197242
-0.014603679 -0.019084603 0.019601833
-0.012926058 -0.018954413 0.018143125
-0.010866133 -0.018984124 0.017258927
-0.0089442823 -0.018948512 0.016035916
-0.0069944365 -0.019207509 0.014344954
-0.0051168189 -0.018776141 0.013563178
-0.0029966738 -0.019084593 0.012257028
-0.0010218696 -0.01889568 0.011960792
